Detailed image,Category,Бренд,Product code,Название,Артикул,Описание,Материал покрытия,Материал основания,Размер,Дополнительные функции,ProductCodeToFind,Existance,Diller price,Max price,Shop price,Recommend price,Existance for filters,Page title,Meta description,Meta keywords
"RZ02-01070600-R3M2/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Medium;}///RZ02-01070600-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Medium;}///RZ02-01070600-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Medium;}///RZ02-01070600-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Medium;}///RZ02-01070600-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Medium;}",Девайсы///Коврики для мыши,Razer,RZ02-01070600-R3M2,Коврик для мыши Razer Goliathus Control Fissure Medium,RZ02-01070600-R3M2,"<p><strong>Razer Goliathus Control Fissure Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа ТОЧНОСТИ</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Fissure Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Fissure Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>
<p><strong>Четыре разных размера</strong>
</p>
<p>У кого-то в распоряжении есть только краешек стола, а кому-то достался настоящий игродром. А некоторым просто не сидится на месте: они постоянно в дороге. Мы постарались подумать о каждом из вас и сделали четыре варианта Razer Goliathus Control Fissure Edition разного размера.
</p>",Ткань,Резина,355 x 254 x 3 мм,"Крупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,0,1266,1490,1450,1450,0,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01070600-r3m2) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01070700-R3M2/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Large;}///RZ02-01070700-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Large;}///RZ02-01070700-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Large;}///RZ02-01070700-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Large;}///RZ02-01070700-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Large;}",Девайсы///Коврики для мыши,Razer,RZ02-01070700-R3M2,Коврик для мыши Razer Goliathus Control Fissure Large,RZ02-01070700-R3M2,"<p><strong>Razer Goliathus Control Fissure Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа ТОЧНОСТИ</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Fissure Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Fissure Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>
<p><strong>Четыре разных размера</strong>
</p>
<p>У кого-то в распоряжении есть только краешек стола, а кому-то достался настоящий игродром. А некоторым просто не сидится на месте: они постоянно в дороге. Мы постарались подумать о каждом из вас и сделали четыре варианта Razer Goliathus Control Fissure Edition разного размера.
</p>",Ткань,Резина,444 x 355 x 3 мм,"Крупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,20,1691,1990,1940,1940,20,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01070700-r3m2) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01070800-R3M2/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Extended;}///RZ02-01070800-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Extended;}///RZ02-01070800-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Extended;}///RZ02-01070800-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Extended;}///RZ02-01070800-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Extended;}",Девайсы///Коврики для мыши,Razer,RZ02-01070800-R3M2,Коврик для мыши Razer Goliathus Control Fissure Extended,RZ02-01070800-R3M2,"<p><strong>Razer Goliathus Control Fissure Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа ТОЧНОСТИ</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Fissure Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Fissure Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>
<p><strong>Четыре разных размера</strong>
</p>
<p>У кого-то в распоряжении есть только краешек стола, а кому-то достался настоящий игродром. А некоторым просто не сидится на месте: они постоянно в дороге. Мы постарались подумать о каждом из вас и сделали четыре варианта Razer Goliathus Control Fissure Edition разного размера.
</p>",Ткань,Резина,920 x 294 x 3 мм,"Крупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,0,2286,2690,2620,2620,0,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01070800-r3m2) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910500-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Small;}///RZ02-01910500-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Small;}///RZ02-01910500-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Small;}///RZ02-01910500-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Small;}///RZ02-01910500-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Small;}",Девайсы///Коврики для мыши,Razer,RZ02-01910500-R3M1,Коврик для мыши Razer Goliathus Control Gravity Small,RZ02-01910500-R3M1,"<p><strong>Razer Goliathus Control Gravity Edition,</strong> протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа точности</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Gravity Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Gravity Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,270 x 215 x 3 мм,"рупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,30,841,990,960,960,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910500-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910600-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Medium;}///RZ02-01910600-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Medium;}///RZ02-01910600-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Medium;}///RZ02-01910600-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Medium;}///RZ02-01910600-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Medium;}",Девайсы///Коврики для мыши,Razer,RZ02-01910600-R3M1,Коврик для мыши Razer Goliathus Control Gravity Medium,RZ02-01910600-R3M1,"<p><strong>Razer Goliathus Control Gravity Edition,</strong> протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа точности</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Gravity Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Gravity Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,355 x 254 x 3 мм,"рупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,30,1266,1490,1450,1450,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910600-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910700-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Large;}///RZ02-01910700-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Large;}///RZ02-01910700-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Large;}///RZ02-01910700-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Large;}///RZ02-01910700-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Large;}",Девайсы///Коврики для мыши,Razer,RZ02-01910700-R3M1,Коврик для мыши Razer Goliathus Control Gravity Large,RZ02-01910700-R3M1,"<p><strong>Razer Goliathus Control Gravity Edition,</strong> протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа точности</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Gravity Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Gravity Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,444 x 355 x 3 мм,"рупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,30,1691,1990,1940,1940,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910700-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910800-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Extended;}///RZ02-01910800-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Extended;}///RZ02-01910800-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Extended;}///RZ02-01910800-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Extended;}///RZ02-01910800-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Gravity Extended;}",Девайсы///Коврики для мыши,Razer,RZ02-01910800-R3M1,Коврик для мыши Razer Goliathus Control Gravity Extended,RZ02-01910800-R3M1,"<p><strong>Razer Goliathus Control Gravity Edition,</strong> протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа точности</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Gravity Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Gravity Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,920 x 294 x 3 мм,"рупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,10,2286,2690,2620,2620,10,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910800-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-00860400-R3M1/1.png#{[ru]:Коврик для мыши Razer Invicta Quartz Edition;}///RZ02-00860400-R3M1/2.png#{[ru]:Коврик для мыши Razer Invicta Quartz Edition;}///RZ02-00860400-R3M1/3.png#{[ru]:Коврик для мыши Razer Invicta Quartz Edition;}///RZ02-00860400-R3M1/4.png#{[ru]:Коврик для мыши Razer Invicta Quartz Edition;}///RZ02-00860400-R3M1/5.png#{[ru]:Коврик для мыши Razer Invicta Quartz Edition;}///RZ02-00860400-R3M1/6.png
#{[ru]:Коврик для мыши Razer Invicta Quartz Edition;}",Девайсы///Коврики для мыши,Razer,RZ02-00860400-R3M1,Коврик для мыши Razer Invicta Quartz Edition,RZ02-00860400-R3M1,"<p><strong>Razer Invicta</strong>, основываясь на инновационных качествах предшествующей модели, Razer Vespula, предлагает пользователям самостоятельно сделать выбор между высочайшей точностью контроля и ошеломляющей скоростью. Просто переворачивайте коврик с одной стороны на другую, чтобы переключаться с точно выверенных хедшотов на быстрый игровой процесс.
</p>
<p><strong>Две стороны одной победы</strong>
</p>
<p>Вы будете готовы к любой игровой ситуации, ведь две стороны коврика для мыши Razer Invicta предназначены для двух совершенно разных игровых стилей. Гладкая поверхность SPEED (СКОРОСТЬ) обеспечит легкое скольжение мыши, чтобы вы могли молниеносно сразить противников, не дав им опомниться. Шероховатая текстура поверхности CONTROL (КОНТРОЛЬ) обеспечивает оптимальный уровень сопротивления для аккуратных, размеренных движений мыши и тактильного отклика.
</p>
<p><strong>Оптимизированное покрытие</strong>
</p>
<p>Совершенно новое, тщательно протестированное в лабораториях покрытие коврика для мыши Razer Invicta со специально подобранной угольно-черной отделкой на обеих сторонах, обеспечивает улучшенную чувствительность. Это гарантирует точную работу сенсора, позволяя обойтись без лишних рывков во время игры, обеспечивая непрерывное скольжение.
</p>
<p><strong>Прочное алюминиевое основание-ложе</strong>
</p>
<p>Показатель высококлассного дизайна и конструкции коврика для мыши Razer Invicta – основание-ложе из авиационного алюминия, которое обеспечивает повышенную прочность и не позволяет коврику перемещаться, независимо от энергичности ваших движений. Небольшое отверстие на нижней стороне основания позволяет быстро выбрать необходимую поверхность CONTROL (КОНТРОЛЬ) или SPEED (СКОРОСТЬ), меняя их прямо во время игры.
</p>
<p><strong>Новый ртутно-белый цвет Mercury</strong><br>
</p>
<p>Совершенно новый стильный облик игровых устройств Razer с новым ртутно-белым цветом Mercury. Ртутный цвет авиационного алюминия эффектно оттеняет основной матовый белый цвет.
</p>",Пластик,Аллюминий,"255x355x4,5 мм","Пластиковый жесткий коврик с рабочим покрытием с обоих сторон на алюминиевом основании-ложе
Сторона SPEED для скростных перемещений мыши
Сторона CONTROL для высокоточных перемещений мыши
Поверхности отптимизированы для любых типов сенсоров
Прочное алюминиевое основание-ложе, с резиновыми вставками снизу для предотвращения проскальзывай",,30,3816,4490,4380,4380,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-00860400-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-00860200-R3M1/1.png#{[ru]:Коврик для мыши Razer Invicta Mercury Edition;}///RZ02-00860200-R3M1/2.png#{[ru]:Коврик для мыши Razer Invicta Mercury Edition;}///RZ02-00860200-R3M1/3.png#{[ru]:Коврик для мыши Razer Invicta Mercury Edition;}///RZ02-00860200-R3M1/4.png#{[ru]:Коврик для мыши Razer Invicta Mercury Edition;}///RZ02-00860200-R3M1/5.png#{[ru]:Коврик для мыши Razer Invicta Mercury Edition;}///RZ02-00860200-R3M1/6.png#{[ru]:Коврик для мыши Razer Invicta Mercury Edition;}///RZ02-00860200-R3M1/7.png
#{[ru]:Коврик для мыши Razer Invicta Mercury Edition;}",Девайсы///Коврики для мыши,Razer,RZ02-00860200-R3M1,Коврик для мыши Razer Invicta Mercury Edition,RZ02-00860200-R3M1,"<p><strong>Razer Invicta</strong>, основываясь на инновационных качествах предшествующей модели, Razer Vespula, предлагает пользователям самостоятельно сделать выбор между высочайшей точностью контроля и ошеломляющей скоростью. Просто переворачивайте коврик с одной стороны на другую, чтобы переключаться с точно выверенных хедшотов на быстрый игровой процесс.
</p>
<p><strong>Две стороны одной победы</strong>
</p>
<p>Вы будете готовы к любой игровой ситуации, ведь две стороны коврика для мыши Razer Invicta предназначены для двух совершенно разных игровых стилей. Гладкая поверхность SPEED (СКОРОСТЬ) обеспечит легкое скольжение мыши, чтобы вы могли молниеносно сразить противников, не дав им опомниться. Шероховатая текстура поверхности CONTROL (КОНТРОЛЬ) обеспечивает оптимальный уровень сопротивления для аккуратных, размеренных движений мыши и тактильного отклика.
</p>
<p><strong>Оптимизированное покрытие</strong>
</p>
<p>Совершенно новое, тщательно протестированное в лабораториях покрытие коврика для мыши Razer Invicta со специально подобранной угольно-черной отделкой на обеих сторонах, обеспечивает улучшенную чувствительность. Это гарантирует точную работу сенсора, позволяя обойтись без лишних рывков во время игры, обеспечивая непрерывное скольжение.
</p>
<p><strong>Прочное алюминиевое основание-ложе</strong>
</p>
<p>Показатель высококлассного дизайна и конструкции коврика для мыши Razer Invicta – основание-ложе из авиационного алюминия, которое обеспечивает повышенную прочность и не позволяет коврику перемещаться, независимо от энергичности ваших движений. Небольшое отверстие на нижней стороне основания позволяет быстро выбрать необходимую поверхность CONTROL (КОНТРОЛЬ) или SPEED (СКОРОСТЬ), меняя их прямо во время игры.
</p>
<p><strong>Новый ртутно-белый цвет Mercury</strong><br>
</p>
<p>Совершенно новый стильный облик игровых устройств Razer с новым ртутно-белым цветом Mercury. Ртутный цвет авиационного алюминия эффектно оттеняет основной матовый белый цвет.
</p>",Пластик,Аллюминий,"255x355x4,5 мм","Пластиковый жесткий коврик с рабочим покрытием с обоих сторон на алюминиевом основании-ложе
Сторона SPEED для скростных перемещений мыши
Сторона CONTROL для высокоточных перемещений мыши
Поверхности отптимизированы для любых типов сенсоров
Прочное алюминиевое основание-ложе, с резиновыми вставками снизу для предотвращения проскальзывай",,30,3816,4490,4380,4380,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-00860200-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01072100-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Medium Destiny 2;}///RZ02-01072100-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Medium Destiny 2;}///RZ02-01072100-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Medium Destiny 2;}///RZ02-01072100-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Medium Destiny 2;}///RZ02-01072100-R3M1/5.png#{[ru]:Коврик для мыши Razer Goliathus Speed Medium Destiny 2;}///RZ02-01072100-R3M1/6.png#{[ru]:Коврик для мыши Razer Goliathus Speed Medium Destiny 2;}///RZ02-01072100-R3M1/7.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Medium Destiny 2;}",Девайсы///Коврики для мыши,Razer,RZ02-01072100-R3M1,Коврик для мыши Razer Goliathus Speed Medium Destiny 2,RZ02-01072100-R3M1,"<p>Универсальный коврик Destiny 2 Razer Goliathus спроектирован таким образом, чтобы превосходить строгие требования лидеров «Авангарда»: Титана, Варлока или Охотника. Он одинаково хорошо работает с любыми настройками чувствительности мыши и типами сенсоров, а также оснащен текстурированным основанием из резины для надежной фиксации даже на гладких поверхностях.
</p>
<p><strong>Плотное переплетение нитей для еще более скоростных движений</strong>
</p>
<p>Нити тканого покрытия у Destiny 2 Razer Goliathus сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой ваша мышь Destiny 2 Razer DeathAdder Elite будет скользить предельно быстро. Кроме того, покрытие приятно на ощупь, и рука будет меньше уставать, даже если вы все выходные будете совершать рейды.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе коврик Destiny 2 Razer Goliathus обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>
<p>Играйте на высочайшем уровне при изучении новых планет в поиске своего света или во время свержения боссов на рейдах с вашим кланом.
</p>
<p><strong>Нескользящее резиновое основание для беспрепятственной игры</strong>
</p>
<p>Нижний резиновый слой коврика был доработан. Теперь он обеспечивает еще более надежную фиксацию. Ваш коврик не сдвинется с места при самой азартной игре. Независимо от того, какое оружие вы используете — кинетическое, энергетическое или силовое — вам больше не придется беспокоиться о движении коврика.
</p>
<p><strong>Уникальный дизайн в виде звездной карты Destiny 2</strong>
</p>
<p>Благодаря уникальному оформлению в виде звездной карты Destiny 2, коврик Destiny 2 Razer Goliathus превосходно сочетается с другими устройствами Destiny 2 Razer для полного погружения в игру, которое необходимо любому фанату Destiny.
</p>",Ткань,Резина,355 x 254 x 3 мм,"Плотное и гладкое переплетение нитей для скоростных движений.
Попиксельная точность прицеливания и отслеживания.
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров.",,30,1266,1490,1450,1450,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01072100-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
