Detailed image,Category,Product code,Производитель,Название,Описание,Артикул,Тип кресла,Серия,Модель,Материал сиденья,Цвет обивки,Подлокотники,Тип спинки,Откидывание спинки,Допустимая нагрузка (кг),Рост(см),Функция кресла-качалки,Ролики,Страна производитель,Гарантия,Вес,Weight,ProductCodeToFind,Existance,Diller price,Max price,Diller Name,Shop price,Recommend price,Existance for filters,Page title,Meta description,Meta keywords
"OH:IS11:NE/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NE;}///OH:IS11:NE/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NE;}///OH:IS11:NE/3.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NE;}",Кресла для геймеров///Кресла DXRacer,OH/IS11/NE,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS11/NE,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS11/NE,Игровое,I-серия «Iron».,IS11,PU-кожа,Черный/Зелёный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,28790,35990,,33100,31440,0,Купить Игровое компьютерное кресло DXRacer Iron OH/IS11/NE(oh/is11/ne) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS11/NE ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:IS11:NO/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NO;}///OH:IS11:NO/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NO;}///OH:IS11:NO/3.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NO;}",Кресла для геймеров///Кресла DXRacer,OH/IS11/NO,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS11/NO,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS11/NO,Игровое,I-серия «Iron».,IS11,PU-кожа,Черный/Оранжевый,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,28790,35990,,33100,31440,0,Купить Игровое компьютерное кресло DXRacer Iron OH/IS11/NO(oh/is11/no) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS11/NO ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:IS11:NR/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NR;}///OH:IS11:NR/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NR;}///OH:IS11:NR/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NR;}///OH:IS11:NR/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NR;}",Кресла для геймеров///Кресла DXRacer,OH/IS11/NR,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS11/NR,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS11/NR,Игровое,I-серия «Iron».,IS11,PU-кожа,Черный/Красный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,26060,32990.00,,33100,31440,20,Купить Игровое компьютерное кресло DXRacer Iron OH/IS11/NR(oh/is11/nr) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS11/NR ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",foxgamer
"OH:IS11:NV/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NV;}///OH:IS11:NV/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NV;}///OH:IS11:NV/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NV;}///OH:IS11:NV/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NV;}",Кресла для геймеров///Кресла DXRacer,OH/IS11/NV,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS11/NV,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS11/NV,Игровое,I-серия «Iron».,IS11,PU-кожа,Черный/Фиолетовый,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,28790,35990,,33100,31440,0,Купить Игровое компьютерное кресло DXRacer Iron OH/IS11/NV(oh/is11/nv) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS11/NV ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:IS11:NW/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NW;}///OH:IS11:NW/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NW;}///OH:IS11:NW/3.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NW;}",Кресла для геймеров///Кресла DXRacer,OH/IS11/NW,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS11/NW,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS11/NW,Игровое,I-серия «Iron».,IS11,PU-кожа,Черный/Белый,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,26060,32990.00,,33100,31440,20,Купить Игровое компьютерное кресло DXRacer Iron OH/IS11/NW(oh/is11/nw) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS11/NW ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",foxgamer
"OH:IS11:NY/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NY;}///OH:IS11:NY/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NY;}///OH:IS11:NY/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NY;}///OH:IS11:NY/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS11/NY;}",Кресла для геймеров///Кресла DXRacer,OH/IS11/NY,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS11/NY,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS11/NY,Игровое,I-серия «Iron».,IS11,PU-кожа,Черный/Желтый,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,28790,35990,,33100,31440,0,Купить Игровое компьютерное кресло DXRacer Iron OH/IS11/NY(oh/is11/ny) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS11/NY ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:IS133:N/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N;}///OH:IS133:N/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N;}///OH:IS133:N/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N;}///OH:IS133:N/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N;}",Кресла для геймеров///Кресла DXRacer,OH/IS133/N,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS133/N,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS133/N,Игровое,I-серия «Iron».,IS133,Перфорированная экокожа,Черный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,28790,35990,,33100,31440,0,Купить Игровое компьютерное кресло DXRacer Iron OH/IS133/N(oh/is133/n) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS133/N ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:IS133:N:FT/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N/FT;}///OH:IS133:N:FT/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N/FT;}///OH:IS133:N:FT/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N/FT;}///OH:IS133:N:FT/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS133/N/FT;}",Кресла для геймеров///Кресла DXRacer,OH/IS133/N/FT,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS133/N/FT,"<p><strong>DXRacer OH/IS133/N/FT</strong> - игровое кресло серии Iron с выдвижной подставкой для ног.
</p>
<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS133/N/FT,Игровое,I-серия «Iron».,IS133,Перфорированная экокожа,Черный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,34390,42990,,39540,37560,0,Купить Игровое компьютерное кресло DXRacer Iron OH/IS133/N/FT(oh/is133/n/ft) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS133/N/FT ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:IS188:N/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/N;}///OH:IS188:N/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/N;}///OH:IS188:N/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/N;}///OH:IS188:N/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/N;}",Кресла для геймеров///Кресла DXRacer,OH/IS188/N,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS188/N,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS188/N,Игровое,I-серия «Iron».,IS188,Натуральная перфорированная кожа,Черный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,59880,75800.00,,75420,71640,20,Купить Игровое компьютерное кресло DXRacer Iron OH/IS188/N(oh/is188/n) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS188/N ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",foxgamer
"OH:IS188:NR/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/NR;}///OH:IS188:NR/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/NR;}///OH:IS188:NR/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/NR;}///OH:IS188:NR/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Iron OH/IS188/NR;}",Кресла для геймеров///Кресла DXRacer,OH/IS188/NR,DXRacer,Игровое компьютерное кресло DXRacer Iron OH/IS188/NR,"<p><strong>Серия Iron</strong> – это геймерские кресла DXRacer, с уклоном в классический офисный стиль. Красла этой серии имеют более строгий и лаконичный дизайн, а также более сдержанные по форме вырезы в спинке по сравнению с другими сериями DXRacer. За счет своих больших размеров и высокой прочности, кресла I-серии станут отличным выбором для людей высокого роста и крупного телосложения.
</p>
<p>Подлокотники кресел I-серии регулируются в четырех направлениях: вверх/вниз, вперед/назад, от кресла/к креслу и вращаются вокруг оси. В комплекте с креслами идут поясничный валик и большая подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков. Также у некоторых моделей серии Iron имеется дополнение в виде выдвижной подставки для ног, которая позволит максимально расслабиться и отдохнуть при длительной работе за компьютером. В качестве материалов обивки при производстве кресел серии Iron, в зависимости от модели, используется мягкая эко-кожа или натуральная перфорированная кожа, устойчивые к истиранию и влаге.
</p>
<p>Быстрая и плавная регулировка кресел по высоте осуществляется при помощи надежного механизма газлифт, угол наклона спинки можно настроить до 170 градусов, а качание кресла обеспечивает многофункциональный механизм мультиблок. В основании кресел устанавливается прочная широкая крестовина, выполненная из алюминия и закрытая сверху декоративными пластиковыми накладками. Передвигается кресло при помощи трехдюймовых прорезиненных колес.
</p>",OH/IS188/NR,Игровое,I-серия «Iron».,IS188,Натуральная перфорированная кожа,Черный/Красный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 140 кг,до 195 см,Есть,Прорезиненные,Китай,2 года,29 кг,29 кг,,0,65590,81990,,75420,71640,0,Купить Игровое компьютерное кресло DXRacer Iron OH/IS188/NR(oh/is188/nr) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Iron OH/IS188/NR ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:SJ00:N/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Sentinel OH/SJ00/N;}///OH:SJ00:N/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Sentinel OH/SJ00/N;}///OH:SJ00:N/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Sentinel OH/SJ00/N;}///OH:SJ00:N/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Sentinel OH/SJ00/N;}",Кресла для геймеров///Кресла DXRacer,OH/SJ00/N,DXRacer,Игровое компьютерное кресло DXRacer Sentinel OH/SJ00/N,"<p><strong>Игровые кресла DXRacer серии Sentinel</strong> идеально подойдут для людей очень высокого роста и крупного телосложения. Серия S – замечательный выбор для настоящего геймера: крепкого, сильного, мужественного.
</p>
<p><strong>S-серия </strong>сочетает в себе стильный дизайн и отличную эргономику геймерских кресел DXRacer, благодаря которой можно с легкостью и комфортом находиться в кресле до 8 часов. Подлокотники серии S регулируются в четырех направлениях, что позволяет в значительной степени снизить усталость в плечах и запястьях при длительной работе за компьютером. Также в комплекте с каждым креслом серии Sentinel идут поясничная подушка и подушка-подголовник. Обе подушки имеют анатомическую форму и крепятся к спинке кресла с помощью специальных ремешков.
</p>
<p>Кроме того, что игровые кресла DXRacer серии S оборудованы механизмом регулировки по высоте газлифт и спинка имеет изменяемый угол наклона до 170 градусов, они также оснащены надежным и удобным механизмом качания мультиблок. В основании кресел Sentinel установлена прочная широкая крестовина, изготовленная из алюминия и закрытая сверху пластиковыми декоративными накладками. Мобильность кресел S-серии обеспечивают трехдюймовые прорезиненные колеса.
</p>",OH/SJ00/N,Игровое,S-серия «Sentinel».,SJ00,PU-кожа,Черный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 180 кг,до 210 см,Есть,Прорезиненные,Китай,2 года,30 кг,30 кг,,0,30390,37990,,34940,33190,0,Купить Игровое компьютерное кресло DXRacer Sentinel OH/SJ00/N(oh/sj00/n) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Sentinel OH/SJ00/N ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
